market_id,category,title,model_probability,market_price_at_close,actual_outcome,confidence,relevant,price_gap,reasoning
KXCITIESWEATHER-24DEC30(AUS)(HOU)(NY)-(T77)(T72)(T52),weather,"Will the high temp in Austin, Houston and New York be Austin: 76° or below; Houston: 71° or below and New York: 51° or below on Dec 30, 2024?",0.02,0.0,0,0.95,1,0.02,"The market price of 0.00 suggests a very low likelihood, which aligns with the historical weather patterns for these cities on December 30th."
KXCITIESWEATHER-24DEC20(CHI)(HOU)(MIA)(PHIL)-(B37.5)(T68)(B79.5)(B39.5),weather,"Will the high temp in Chicago, Houston, Miami and Philadelphia be Chicago: 37° to 38°; Houston: 69° or above; Miami: 79° to 80° and Philadelphia: 39° to 40° on Dec 20, 2024?",0.0,0.0,0,1.0,1,0.0,"The specified temperatures are extremely unlikely for the given cities on December 20th, especially Chicago's temperature."
KXRTHOWTOTRAINYOURDRAGON-60,weather,How to Train Your Dragon Rotten Tomatoes score?,0.99,0.99,1,0.95,0,0.0,The market price is already very close to certainty and there's no clear weather-related reasoning that would suggest deviation.
KXCITIESWEATHER-25JAN03(CHI)(MIA)(NY)-(B27.5)(B77.5)(B39.5),weather,"Will the high temp in Chicago, Miami and New York be Chicago: 27° to 28°; Miami: 77° to 78° and New York: 39° to 40° on Jan 3, 2025?",0.32,0.32,1,0.95,1,0.0,The market price reflects the base rate probability for these specific temperature thresholds in each city on that date.
RAINNYC-21OCT05-T0,weather,Will it rain in New York City on Tuesday?,0.99,0.99,1,0.95,1,0.0,"The market price of 0.99 indicates a very high likelihood, and extreme probabilities for weather events are usually priced correctly."
TORNADO-24OCT-75,weather,Will there be more than 75 tornadoes in October?,0.05,0.05,0,0.95,1,0.0,The market price reflects the low probability of extreme tornado activity in October.
KXCITIESWEATHER-25JAN06(CHI)(DEN)(NY)(PHIL)-(T32)(B38.5)(B32.5)(B32.5),weather,"Will the high temp in Chicago, Denver, New York and Philadelphia be Chicago: 33° or above; Denver: 38° to 39°; New York: 32° to 33° and Philadelphia: 32° to 33° on Jan 6, 2025?",0.0,0.0,0,1.0,1,0.0,"The specified temperatures are extremely unlikely for January in these cities, aligning with the market price of 0%"
KXCITIESWEATHER-25FEB06(AUS)(CHI)(DEN)(MIA)(NY)-(B80.5)(B41.5)(T50)(B78.5)(B39.5),weather,"Will the high temp in Austin, Chicago, Denver, Miami and New York be Austin: 80° to 81°; Chicago: 41° to 42°; Denver: 49° or below; Miami: 78° to 79° and New York: 39° to 40° on Feb 6, 2025?",0.0,0.0,0,1.0,1,0.0,The specified temperatures for multiple cities on a specific date are extremely unlikely to occur simultaneously.
KXCITIESWEATHER-25JAN09(AUS)(DEN)(PHIL)-(T36)(T26)(T29),weather,"Will the high temp in Austin, Denver and Philadelphia be Austin: 35° or below; Denver: 25° or below and Philadelphia: 28° or below on Jan 9, 2025?",0.01,0.0,0,0.95,1,0.01,The extremely low temperatures for all three cities on a single day in January are highly unlikely.
KXMVENFLSINGLEGAME-S2025037893B9BD7-00234419E60,weather,"yes Emanuel Wilson,yes Jordan Love,yes Luke Musgrave,yes Malik Heath,yes Grant Calcaterra,yes Saquon Barkley,yes Jordan Love: 175+,yes Luke Musgrave: 20+",0.0,0.0,0,0.95,1,0.0,The market price of 0.00 suggests a virtual impossibility for the event to occur.
KXCITIESWEATHER-24DEC19(CHI)(NY)(PHIL)-(B31.5)(B46.5)(T48),weather,"Will the high temp in Chicago, New York and Philadelphia be Chicago: 31° to 32°; New York: 46° to 47° and Philadelphia: 49° or above on Dec 19, 2024?",0.0,0.0,0,1.0,1,0.0,"The temperature thresholds specified are extremely unlikely for December in all three cities, aligning with the market price of 0%"
KXCITIESWEATHER-25JAN09(AUS)(CHI)-(T36)(T22),weather,"Will the high temp in Austin and Chicago be Austin: 35° or below and Chicago: 21° or below on Jan 9, 2025?",0.0,0.0,0,1.0,1,0.0,"The temperatures specified are extremely low for both cities, making the event virtually impossible."
KXCITIESWEATHER-25JAN16(CHI)(HOU)(NY)-(B36.5)(B64.5)(B32.5),weather,"Will the high temp in Chicago, Houston and New York be Chicago: 36° to 37°; Houston: 64° to 65° and New York: 32° to 33° on Jan 16, 2025?",0.01,0.0,0,0.95,1,0.01,"The specified temperatures are extremely unlikely for January in Chicago and New York, with the market price correctly reflecting this."
TORNADO-2330-31,weather,Will there be more than 31 tornadoes in November?,0.05,0.05,0,0.95,1,0.0,"The market price for extreme weather events is usually accurate, and November tornadoes are rare."
KXMVENFLMULTIGAMEEXTENDED-S2025039204395C1-0B078525D59,weather,"yes Luke Musgrave,yes Malik Heath",0.0,0.0,0,0.95,1,0.0,"The market price of 0.00 for a weather event implies it is virtually impossible, sticking to this value."
KXCITIESWEATHER-24DEC17(AUS)(CHI)(DEN)(HOU)(MIA)(NY)-(T74)(T36)(T52)(T72)(T75)(T53),weather,"Will the high temp in Austin, Chicago, Denver, Houston, Miami and New York be Austin: 73° or below; Chicago: 35° or below; Denver: 51° or below; Houston: 71° or below; Miami: 74° or below and New York: 52° or below on Dec 17, 2024?",0.0,0.0,0,1.0,1,0.0,"The conditions specified are extremely rare for December 17th in all cities, especially the warm ones like Miami and Houston."
KXCITIESWEATHER-25MAR04(AUS)(CHI)(DEN)(MIA)(NY)-(T72)(T45)(T42)(T73)(T47),weather,"Will the high temp in Austin, Chicago, Denver, Miami and New York be Austin: 71° or below; Chicago: 44° or below; Denver: 41° or below; Miami: 72° or below and New York: 46° or below on Mar 4, 2025?",0.0,0.0,0,1.0,1,0.0,"The temperatures specified are extremely low for March in most of these cities, making the event virtually impossible."
KXSNOWS-24-DUL,weather,Will it snow above 1 inches Duluth on Christmas 2024?,1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates virtual certainty that it will snow above 1 inch in Duluth on Christmas 2024.
KXCITIESWEATHER-25JAN08(CHI)(MIA)-(B22.5)(B73.5),weather,"Will the high temp in Chicago and Miami be Chicago: 22° to 23° and Miami: 73° to 74° on Jan 8, 2025?",0.0,0.0,0,1.0,1,0.0,The specified temperatures for both cities are extremely unlikely and the market price reflects this certainty.
KXCITIESWEATHER-25JAN06(AUS)(CHI)(DEN)(HOU)(MIA)(NY)(PHIL)-(B46.5)(B31.5)(B38.5)(B46.5)(B78.5)(B32.5)(B30.5),weather,"Will the high temp in Austin, Chicago, Denver, Houston, Miami, New York and Philadelphia be Austin: 46° to 47°; Chicago: 31° to 32°; Denver: 38° to 39°; Houston: 46° to 47°; Miami: 78° to 79°; New York: 32° to 33° and Philadelphia: 30° to 31° on Jan 6, 2025?",0.0,0.0,0,0.95,1,0.0,"The temperature thresholds specified are extremely unlikely for the given cities on January 6, 2025."
KXMVENFLMULTIGAMEEXTENDED-S2025D3A6968DF9E-56A5809341E,weather,"yes Josh Jacobs,yes Malik Heath,yes Emanuel Wilson: 20+",1.0,1.0,0,0.95,1,0.0,"The market price of 1.00 indicates virtual certainty, suggesting strong evidence or clear base rates for the event to resolve YES."
KXCITIESWEATHER-25JAN17(AUS)(CHI)(DEN)(HOU)(MIA)(NY)(PHIL)-(B69.5)(T42)(B45.5)(T70)(B71.5)(B39.5)(B41.5),weather,"Will the high temp in Austin, Chicago, Denver, Houston, Miami, New York and Philadelphia be Austin: 69° to 70°; Chicago: 43° or above; Denver: 45° to 46°; Houston: 71° or above; Miami: 71° to 72°; New York: 39° to 40° and Philadelphia: 41° to 42° on Jan 17, 2025?",0.07,0.07,0,0.95,1,0.0,The market price reflects the low likelihood of such specific temperature conditions across multiple cities on a single day.
KXATPMATCH-25JUL13COLDAR-DAR,weather,Will Luciano Darderi be a winner of the round of 32 of ATP Bastad?,0.99,0.99,1,0.95,1,0.0,"The market price is already at 0.99, indicating near certainty that Luciano Darderi will be a winner in the round of 32 of ATP Bastad."
KXCITIESWEATHER-25MAR04(CHI)(DEN)(NY)(PHIL)-(B51.5)(B46.5)(B51.5)(B58.5),weather,"Will the high temp in Chicago, Denver, New York and Philadelphia be Chicago: 51° to 52°; Denver: 46° to 47°; New York: 51° to 52° and Philadelphia: 58° to 59° on Mar 4, 2025?",0.0,0.0,0,1.0,1,0.0,The temperature thresholds specified are extremely narrow and unlikely to be met exactly for all cities on the same day.
KXCITIESWEATHER-24DEC28(CHI)(DEN)(HOU)(MIA)(PHIL)-(T49)(T51)(T72)(T74)(T47),weather,"Will the high temp in Chicago, Denver, Houston, Miami and Philadelphia be Chicago: 48° or below; Denver: 50° or below; Houston: 71° or below; Miami: 73° or below and Philadelphia: 46° or below on Dec 28, 2024?",0.01,0.0,0,0.95,1,0.01,"The market price of 0.00 suggests a very low likelihood, supported by the extreme cold temperatures required in multiple cities."
HURTB-24NOV30-T96,weather,Will a 96 mph hurricane or stronger hit Tampa this year?,0.04,0.04,0,0.95,1,0.0,The market price reflects the low historical frequency of such extreme weather events in Tampa.
KXCITIESWEATHER-25FEB05(CHI)(NY)-(B32.5)(T36),weather,"Will the high temp in Chicago and New York be Chicago: 32° to 33° and New York: 37° or above on Feb 5, 2025?",0.08,0.08,0,0.95,1,0.0,The market price reflects the low probability of such specific temperature conditions in both cities on that date.
KXCITIESWEATHER-25JAN11(CHI)(DEN)(NY)(PHIL)-(B29.5)(B36.5)(B33.5)(B33.5),weather,"Will the high temp in Chicago, Denver, New York and Philadelphia be Chicago: 29° to 30°; Denver: 36° to 37°; New York: 33° to 34° and Philadelphia: 33° to 34° on Jan 11, 2025?",0.0,0.0,0,1.0,1,0.0,"The specified temperatures are extremely unlikely for January in these cities, aligning with the market price of 0."
KXDJTUKRG7-25JUN16-TY,weather,Will Trump say Thank You at Bilateral Meeting with the President of Ukraine at the G7 Summit?,1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates near certainty that Trump will say 'Thank You' at the bilateral meeting.
KXCITIESWEATHER-25JAN04(AUS)(CHI)(DEN)(PHIL)-(B71.5)(B23.5)(B40.5)(B35.5),weather,"Will the high temp in Austin, Chicago, Denver and Philadelphia be Austin: 71° to 72°; Chicago: 23° to 24°; Denver: 40° to 41° and Philadelphia: 35° to 36° on Jan 4, 2025?",0.0,0.0,0,0.95,1,0.0,"The specified temperatures are extremely unlikely for the given cities on January 4, 2025."
KXCITIESWEATHER-25JAN08(AUS)(DEN)(MIA)(PHIL)-(T44)(T39)(B71.5)(B32.5),weather,"Will the high temp in Austin, Denver, Miami and Philadelphia be Austin: 45° or above; Denver: 40° or above; Miami: 71° to 72° and Philadelphia: 32° to 33° on Jan 8, 2025?",0.0,0.0,0,1.0,1,0.0,"The specified temperatures are extremely unlikely for the given cities on January 8, 2025."
KXCITIESWEATHER-25FEB05(AUS)(NY)(PHIL)-(B80.5)(B33.5)(T31),weather,"Will the high temp in Austin, New York and Philadelphia be Austin: 80° to 81°; New York: 33° to 34° and Philadelphia: 30° or below on Feb 5, 2025?",0.0,0.0,0,1.0,1,0.0,"The specified temperatures for Austin, New York, and Philadelphia on Feb 5, 2025 are extremely unlikely."
KXSPOTIFYVIRALD-25JAN20-WE,weather,"Will the top Song on Jan 20, 2025 be Weathervane?",0.0,0.0,0,1.0,0,0.0,"The market price of 0.00 indicates no expectation for Weathervane to be the top song on Jan 20, 2025."
HURCAT-OPHELIA-T1,weather,Will Ophelia become a Category 1 hurricane?,1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates near certainty that Ophelia will become a Category 1 hurricane.
KXCITIESWEATHER-25JAN03(MIA)(NY)(PHIL)-(B77.5)(B39.5)(B38.5),weather,"Will the high temp in Miami, New York and Philadelphia be Miami: 77° to 78°; New York: 39° to 40° and Philadelphia: 38° to 39° on Jan 3, 2025?",0.0,0.0,0,1.0,1,0.0,"The temperatures specified for New York and Philadelphia are extremely low for January, making the event virtually impossible."
KXCITIESWEATHER-25JAN11(CHI)(NY)(PHIL)-(B27.5)(B33.5)(B33.5),weather,"Will the high temp in Chicago, New York and Philadelphia be Chicago: 27° to 28°; New York: 33° to 34° and Philadelphia: 33° to 34° on Jan 11, 2025?",0.0,0.0,0,0.95,1,0.0,"The specified temperatures are extremely unlikely for January in these cities, aligning with the market price of 0."
KXCITIESWEATHER-25FEB05(CHI)(MIA)(NY)-(B32.5)(B78.5)(T36),weather,"Will the high temp in Chicago, Miami and New York be Chicago: 32° to 33°; Miami: 78° to 79° and New York: 37° or above on Feb 5, 2025?",0.0,0.0,0,1.0,1,0.0,The specified temperatures are extremely unlikely for the given cities on that date.
KXCITIESWEATHER-25JAN14(DEN)(MIA)(NY)-(T44)(T72)(T28),weather,"Will the high temp in Denver, Miami and New York be Denver: 45° or above; Miami: 71° or below and New York: 27° or below on Jan 14, 2025?",0.01,0.0,0,0.95,1,0.01,The conditions specified are extremely rare and unlikely to occur simultaneously in January.
KXCITIESWEATHER-24DEC22(AUS)(CHI)(DEN)(MIA)(NY)-(T62)(T28)(T59)(T70)(T21),weather,"Will the high temp in Austin, Chicago, Denver, Miami and New York be Austin: 61° or below; Chicago: 27° or below; Denver: 58° or below; Miami: 69° or below and New York: 20° or below on Dec 22, 2024?",0.01,0.0,0,0.95,1,0.01,"The specified temperatures for each city are extremely low, far below historical averages."
KXCITIESWEATHER-24DEC12(CHI)(NY)-(B15.5)(B35.5),weather,"Will the high temp in Chicago and New York be Chicago: 15° to 16° and New York: 35° to 36° on Dec 12, 2024?",0.0,0.0,0,1.0,1,0.0,"The specified temperatures are extremely unlikely for both cities in December, aligning with the market price of 0%"
KXJOBLESSCLAIMS-25JUL10-245000,inflation,"How many initial jobless claims will there be the week ending Jul 5, 2025?",0.2,0.2,0,0.95,1,0.0,"The market price reflects the efficient pricing of government data releases, and there's no strong reason to deviate from it."
CPI-22APR-T0.9,inflation,Will **inflation** rise more than 0.9% in April?,0.03,0.03,0,0.95,1,0.0,The market price reflects the consensus view that a rise in inflation of more than 0.9% in April is highly unlikely.
KXPAYROLLS-25MAY-T-100000,inflation,Will above -100000 jobs be added in May 2025?,0.99,0.99,1,0.95,1,0.0,"The market price of 0.99 implies a very high likelihood, and for government data releases like job numbers, the market is usually efficient."
CPISHELTER-23DEC-T0.3,inflation,Will shelter CPI rise more than 0.3% in December 2023?,0.97,0.97,1,0.95,1,0.0,"The market price reflects efficient pricing for government data releases, and there's no strong reason to deviate from it."
CPIYOY-23JUL-T2.5,inflation,Will the rate of CPI inflation be above 2.5% for the year ending in July 2023?,0.0,0.0,1,0.95,1,0.0,"The market price of 0.00 suggests a very low probability, indicating strong consensus that CPI inflation will not exceed 2.5% for the year ending in July 2023."
CPI-23JUL-T0.7,inflation,Will CPI rise more than 0.7% in July 2023?,0.02,0.0,0,0.95,1,0.02,"The market price of 0.00 suggests a very low probability, indicating strong consensus against the CPI rising more than 0.7% in July 2023."
CPISHELTER-24AUG-T0.6,inflation,Will shelter CPI rise more than 0.6% in August 2024?,0.01,0.0,0,0.95,1,0.01,"The market price of 0.00 suggests a very low probability, indicating strong consensus against the event."
KXCPI-25JAN-T0.4,inflation,Will CPI rise more than 0.4% in January 2025?,0.15,0.15,1,0.95,1,0.0,"The market price reflects efficient pricing for government data releases, and there's no strong reason to deviate from it."
CPIUSEDCAR-24OCT-T-1.5,inflation,Will CPI rise more than -1.5% in October 2024?,0.98,0.99,1,0.95,1,0.010000000000000009,"The market price of 0.99 suggests a very high likelihood, and without strong contrary evidence, I adhere closely to the crowd wisdom."
U3-24SEP-T4.6,inflation,Will the unemployment rate (U-3) be above 4.6% in September?,1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates virtual certainty that the unemployment rate will be above 4.6% in September.
KXU3-25JUL-T4.1,inflation,Will the unemployment rate (U-3) be above 4.1% in July?,0.7,0.7,1,0.95,1,0.0,"The market price reflects the efficient pricing of government data releases, and there's no strong reason to deviate from it."
CPI-24SEP-T0.1,inflation,Will CPI rise more than 0.1% in September 2024?,0.24,0.24,1,0.95,1,0.0,The market price for the inflation event is already efficient and well-calibrated.
KXCPIAPPAREL-25FEB-T0,inflation,Will apparel CPI rise more than 0% in February 2025?,0.3,0.3,1,0.95,1,0.0,"The market price reflects the crowd wisdom and efficiency for government data releases, so I adhere to it."
KXMVEMENTIONSSINGLE-A48685C42A5-0B349B3D219,inflation,"yes: Donald Trump says Communist / Communism,yes: Donald Trump says Crypto / Bitcoin,yes: Donald Trump says Disaster,yes: Donald Trump says Economy,yes: Donald Trump says Gas,yes: Donald Trump says Hoax,yes: Donald Trump says Illegal Alien,yes: Donald Trump says Inflation,yes: Donald Trump says Israel",0.0,0.0,0,0.95,1,0.0,The market price of 0.00 suggests a very low likelihood that Donald Trump will specifically mention 'Inflation' in the context provided.
KXPCECORE-24NOV-T0.3,inflation,Will the rate of core PCE inflation be above 0.3% in November 2024?,1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates virtual certainty that core PCE inflation will be above 0.3% in November 2024.
U3-23DEC-T4.1,inflation,Will the unemployment rate (U-3) be above 4.1% in December?,0.0,0.0,0,0.95,1,0.0,"The current market price of 0.00 suggests a near-zero probability, indicating strong consensus that the unemployment rate will not exceed 4.1% in December."
CPIYOY-23SEP-T3.5,inflation,Will the rate of CPI inflation be above 3.5% for the year ending in September 2023?,0.98,0.98,1,0.95,1,0.0,"The market price is highly confident, and inflation data often follows efficient market pricing."
CPIAPPAREL-24APR-T-0.4,inflation,Will apparel CPI rise more than -0.4% in April 2024?,0.89,0.89,1,0.95,1,0.0,"The market price reflects efficient pricing for government data releases, and there's no strong reason to deviate from it."
CPICORE-23MAY-TN0.2,inflation,Will core inflation rise more than -0.2% in May?,0.57,0.57,1,0.95,1,0.0,The market price reflects the consensus view on core inflation for May.
CPICORE-23MAY-T0.7,inflation,Will core inflation rise more than 0.7% in May?,0.0,0.0,0,1.0,1,0.0,"The market price of 0.00 suggests a very low probability, indicating strong consensus that core inflation will not rise more than 0.7% in May."
ARGINFLATIONM-24JUN-T250,inflation,Argentina inflation in Jun 2024 above 250?,0.98,0.99,1,0.95,1,0.010000000000000009,"The market price of 0.99 indicates a very high likelihood, and without strong contradictory evidence, this should be close to accurate."
CPI-22MAY-T0.2,inflation,Will **inflation** rise more than 0.2% in May?,0.99,0.99,1,0.95,1,0.0,"The market price of 0.99 for inflation rising more than 0.2% in May suggests strong consensus, and without specific contrary information, it should be adhered to."
KXCPI-25SEP-T0.1,inflation,Will CPI rise more than 0.1% in September 2025?,0.95,0.95,1,0.9,1,0.0,"The market price reflects efficient pricing for government data releases, and no strong deviation is warranted."
U3-23JUN-T3.7,inflation,Will the unemployment rate (U-3) be above 3.7% in June?,0.35,0.35,0,0.95,1,0.0,Market price reflects efficient pricing for government data releases.
KXMVEMENTIONSSINGLE-8AEC32E9CB5-8CBA97CBCC6,inflation,"yes: Donald Trump says Abraham,yes: Donald Trump says Affordable / Affordability,yes: Donald Trump says Ballroom,yes: Donald Trump says Biden,yes: Donald Trump says Communist / Communism,yes: Donald Trump says Crypto / Bitcoin,yes: Donald Trump says Disaster,yes: Donald Trump says Economy,yes: Donald Trump says Gas,yes: Donald Trump says Hoax,yes: Donald Trump says Illegal Alien,yes: Donald Trump says Inflation,yes: Donald Trump says Shutdown / Shut Down,yes: Donald Trump says Stock Market,yes: Donald Trump says Water",0.0,0.0,0,1.0,1,0.0,"The market price is already at 0.0, indicating no expected occurrence of Donald Trump mentioning 'Inflation' in the context provided."
U3-24FEB-T3.5,inflation,Will the unemployment rate (U-3) be above 3.5% in February?,0.88,0.88,1,0.95,1,0.0,"The market price reflects the consensus view, and unemployment data is typically predictable by markets."
PCECORE-22NOV-T0.8,inflation,Will the rate of core PCE inflation be above 0.8% in November 2022?,0.0,0.0,0,1.0,1,0.0,The market price of 0.00 implies a consensus that core PCE inflation will not exceed 0.8% in November 2022.
CPICORE-23JAN-T0.2,inflation,Will core inflation rise more than 0.2% in January?,0.91,0.91,1,0.95,1,0.0,"The market price reflects efficient pricing for government data releases, and there's no strong reason to deviate from it."
U3-23MAR-T4.7,inflation,Will the unemployment rate (U-3) be above 4.7% in March?,0.0,0.0,0,0.95,1,0.0,"The current market price of 0.00 suggests a very low probability, indicating strong consensus that the unemployment rate will not exceed 4.7% in March."
CPIUSEDCAR-24APR-T-4,inflation,Will CPI rise more than -4% in April 2024?,0.99,0.99,1,0.95,1,0.0,"The market price reflects a high consensus for the event, and there's no strong reason to deviate from it."
KXJOBLESSCLAIMS-25OCT02-270000,inflation,"How many initial jobless claims will there be the week ending Sep 27, 2025?",1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates virtual certainty that the event will resolve YES.
KXCPICOREYOY-24NOV-T3.1,inflation,Will the rate of core CPI inflation be above 3.1% for the year ending in November 2024?,0.98,0.99,1,0.95,1,0.010000000000000009,"The market price of 0.99 suggests near certainty, and without strong contradictory evidence, this should be the starting point."
U3-23FEB-T3.9,inflation,Will the unemployment rate (U-3) be above 3.9% in February?,0.0,0.0,0,0.95,1,0.0,"The market price of 0.00 suggests a very low probability, which is likely accurate given the current economic conditions and historical data trends for unemployment rates."
CPICORE-22JUL-T0.4,inflation,Will core inflation rise more than 0.4% in July?,0.86,0.86,0,0.95,1,0.0,"The market price reflects the consensus view on core inflation, and without specific reasons to deviate, it should be used as the primary estimate."
CPICORE-22OCT-T0.6,inflation,Will core inflation rise more than 0.6% in October?,0.09,0.09,0,0.95,1,0.0,"The market price for core inflation rising more than 0.6% in October is already very low, indicating a high consensus among participants."
KXU3-25JAN-T3.9,inflation,Will the unemployment rate (U-3) be above 3.9% in January?,0.97,0.97,1,0.95,1,0.0,"The market price reflects efficient pricing for government data releases, and no strong reason to deviate from it."
CPI-23OCT-T0.3,inflation,Will CPI rise more than 0.3% in October 2023?,1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates virtual certainty that CPI will rise more than 0.3% in October 2023.
CPICOREYOY-23JUN-T2.6,inflation,Will the rate of core CPI inflation be above 2.6% for the year ending in June 2023?,0.0,0.0,1,0.95,1,0.0,"The market price of 0.00 suggests a near-zero probability, indicating strong consensus that core CPI inflation will not exceed 2.6% by June 2023."
CPIGAS-24OCT-T-4,inflation,Will gas CPI rise more than -4% in October 2024?,0.01,0.0,1,0.95,1,0.01,"The market price of 0.00 suggests a very low probability, indicating strong consensus against the CPI rising more than -4%."
KXPAYROLLS-24NOV-T0,inflation,Will above 0 jobs be added in November 2024?,0.97,0.97,1,0.95,1,0.0,"The market price of 0.97 reflects high confidence in job additions, adhering to the efficient pricing for government data releases."
CPICOREYOY-23JUN-T2.8,inflation,Will the rate of core CPI inflation be above 2.8% for the year ending in June 2023?,0.0,0.0,1,0.95,1,0.0,"The market price of 0.00 suggests a very low probability, indicating strong consensus that core CPI inflation will not exceed 2.8% for the year ending in June 2023."
KXPAYROLLS-24NOV-T250000,inflation,Will above 250000 jobs be added in November 2024?,0.38,0.38,0,0.95,1,0.0,The market price reflects efficient pricing for government data releases.
KXMVEMENTIONSSINGLE-69339B02ED9-6F65BA73EC6,inflation,"yes: Donald Trump says China,yes: Donald Trump says Economy,yes: Donald Trump says Gas,yes: Donald Trump says Hoax,yes: Donald Trump says Inflation",0.0,0.0,0,1.0,1,0.0,The market price is already indicating a virtual certainty of the event not happening.
CPIAPPAREL-23OCT-T0.2,inflation,Will apparel CPI rise more than 0.2% in October 2023?,0.31,0.31,0,0.95,1,0.0,The market price reflects the crowd wisdom for economic data which is usually efficient.
KXCPIUSEDCAR-25FEB-T-3,inflation,Will CPI rise more than -3% in February 2025?,0.98,0.99,1,0.95,1,0.010000000000000009,"The market price of 0.99 indicates a very high likelihood, and without strong contrary evidence, I adhere closely to this efficient market pricing."
KXJOBLESSCLAIMS-25SEP04-240000,inflation,"How many initial jobless claims will there be the week ending Aug 30, 2025?",0.09,0.09,0,0.95,1,0.0,"The market price reflects the efficient pricing of government data releases, which are hard to predict accurately."
CPI-23NOV-T0.3,inflation,Will CPI rise more than 0.3% in November 2023?,1.0,1.0,0,0.95,1,0.0,The market price of 1.00 indicates virtual certainty that CPI will rise more than 0.3% in November 2023.
CPICOREYOY-23NOV-T3.4,inflation,Will the rate of core CPI inflation be above 3.4% for the year ending in November 2023?,0.83,0.83,1,0.95,1,0.0,"The market price reflects efficient pricing for government data releases, and there's no strong reason to deviate from it."
CPICOREYOY-23JUN-T4.0,inflation,Will the rate of core CPI inflation be above 4.0% for the year ending in June 2023?,0.0,0.0,1,0.95,1,0.0,"The market price of 0.00 suggests a very low probability, indicating strong consensus that core CPI inflation will not exceed 4.0% for the year ending in June 2023."
